cluster_id,score,summary
159,"[1.49017702 0.44626368 0.99526048 1.32277672 1.33115492 0.93274618
 1.18487216 0.65533412 0.56182135 1.37576747 1.08780214 1.06104879
 0.722377   0.56318631 1.11715187 1.6012445  1.28121598 1.40944217
 0.39881146 1.39712322 1.48969318 1.32026034 1.07648811 0.84557866
 0.64229775 1.00572735 1.38142049 1.05333296 0.90256088 0.74392552
 1.2540536  0.51141581 1.24881919 0.78700395 0.83214368 0.85763866
 1.64452859 1.01542657 1.10069373 1.48679002 1.44982224 0.35122083
 0.71808744 0.56133264 0.98056166 1.30032208 1.17615686 1.07841238
 0.77538912 1.00798347 0.83808093 0.90683222 0.58627911 0.82185172
 0.7553944  1.         0.53263381 0.46437345 0.37198666 1.
 1.40559582 0.80870763 0.99241253 1.06860115 1.43034015 1.04990893
 0.93721761 1.4951186 ]",Chúng_tôi đã tra_cứu các y văn và thấy rằng tiêm vaccine COVID19 không_những có tác_dụng giúp tránh bị MISC mà_còn bảo_vệ làm giảm mức_độ nặng khi trẻ bị MISC Với trẻ từ 1218 tuổi theo nghiên_cứu từ Hoa_Kỳ cho thấy ước_tính hiệu_quả của 2 liều vaccine_Pfizer chống lại MISC là 91.Cũng tại hướng_dẫn này Bộ Y_tế nêu rõ hội_chứng viêm đa_hệ_thống ở trẻ_em MISC đối_với trẻ sau mắc COVID19 khoảng 26 tuần khi có dấu_hiệu sốt và có tăng các chỉ_số viêm CRP_≥ 5 mgL máu lắng procalcitonin và tổn_thương ≥ 2 cơ_quan da niêm tiêu_hóa tim_mạch thận hô_hấp huyết_học thần_kinh.Vấn_đề này rất quan_trọng nếu trong gia_đình tất_cả đã tiêm vaccine rồi có nghĩa là trẻ sơ_sinh cũng an_toàn hơn rất nhiều PGSTS Trần_Minh_Điển nhấn_mạnh.Do_đó trẻ rất dễ mắc trong tình_hình hiện_nay và với tỉ_lệ dễ mắc này virus sẽ tìm đến nhóm nguy_cơ như các cháu có bệnh nền hoặc là những bệnh suy_giảm miễn_dịch.Điều này cho thấy nếu cho trẻ đi tiêm phòng sẽ giảm được nguy_cơ mắc MISC và nếu_như có mắc MISC thì bệnh sẽ nhẹ đi.Việc này ảnh_hưởng đến tất_cả các cơ_quan trong đó có hệ_thống tim_mạch hệ_thống da cơ gan thần_kinh thận Đây là hội_chứng rất nặng ảnh_hưởng tới tính_mạng của trẻ.Tại Bệnh_viện Nhi_TW trong những bệnh_nhân mắc MISC mức_độ nặng cần phải sử_dụng các biện_pháp hỗ_trợ hầu_như đều là các trẻ chưa tiêm vaccine COVID19
160,"[1.18378775 0.96966081 1.51308562 1.09730405 0.67246462 1.15352048
 0.94024625 0.93558509 0.85059962 0.95624452 1.24547425 1.18645457
 1.24214381 1.29213791 0.51010631 0.94557944 0.81142599 0.74582977
 0.59536244 0.47734483 1.14088118 0.95419804 0.90888194 0.62585849
 1.36045689 0.88083716 1.32207897 1.01965288 0.91378668 1.15820858
 1.11266427 0.98511469 1.3693917  0.84746256 1.1826767  0.97481297
 1.20661662 0.82828225 0.99002689 0.33195825 0.92807519 0.87727952
 1.16242693 0.78338854 1.03166389 1.14814188 0.96090639 0.96158169
 1.2333744  1.18231566 1.29264007]",Một trận động_đất mạnh 59 độ Richter đã xảy ra vào đầu ngày thứ_Tư gần thành_phố Khost cạnh biên_giới Pakistan và số người chết dự_kiến sẽ còn tăng lên do nhiều ngôi nhà trong khu_vực này được làm bằng gỗ mỏng bùn và các vật_liệu dễ bị hư_hại khác.Các cuộc thương_lượng giữa Mỹ và Taliban lực_lượng nắm quyền lãnh_đạo Afghanistan đã diễn ra trong tuần này với chủ_đề trọng_tâm là cứu_trợ các nạn_nhân và khắc_phục hậu_quả trận động_đất kinh_hoàng vừa xảy ra.Thêm vào đó sự chần_chừ của cộng_đồng quốc_tế khi phải làm_việc với Taliban và bộ_máy hành_chính rất lộn_xộn nơi rất khó thu_thập thông_tin từ một nguồn đã dẫn đến những lỗ_hổng liên_lạc của các đội cứu_hộ Baheer người sáng_lập nhóm cứu_hộ Save_Afghans from Hunger cho biết.Các lệnh trừng_phạt trên đã làm tê_liệt nền kinh_tế Afghanistan và khiến nhiều người trong số 20 triệu người của nước này rơi vào tình_trạng đói_nghèo nghiêm_trọng.Tuy_nhiên như một quan_chức của WHO nói các nguồn_lực ở đây đã quá_tải khi không chỉ hỗ_trợ cho khu_vực này.Mặc_dù cuộc khủng_hoảng_kinh_tế ở Afghanistan đã kéo_dài nhiều năm do hậu_quả của xung_đột và hạn_hán thì tình_hình này đã trở_nên nguy_ngập hơn sau khi Taliban tiếp_quản chính_quyền hồi năm_ngoái
161,"[1.07426493 1.15127263 0.93659632 0.92962306 0.74774513 1.26817726
 1.25074654 1.19136723 1.13744226 0.60340503 1.12887393 1.11008406
 0.81634314 1.03642491 0.45742431 1.18046952 1.05593922 0.89560826
 0.64362707 0.89564782 0.91943381 0.93278804 0.31588845 1.27950408
 0.94051451 1.21268223 1.09895954 1.21270496 0.90233994 0.83275681
 1.02167771 1.2894094  1.08332305 1.04471421 1.20877072 0.75451088
 0.53920892 0.88451698 0.98754702 0.6170128  0.60116389 0.51219986
 0.72424808 0.80955864 1.25697554 0.90496349 0.87762964 1.37343776
 0.94012898 1.33945072 1.52553929 0.93602334 1.1044721  1.13552715
 1.10141999 1.14919931 1.1567226  0.75187114 1.120139   0.58754729
 0.81317214 0.77441019 1.09575025 1.01934254 0.74891095 1.2869823
 1.32954649 0.87591231 1.24409775 0.84957661 1.05907212 1.1412802
 1.25858907 1.15345985 1.30822198 0.80824323 0.77045641 1.04186155
 1.42824303 1.26682451 1.17464617 0.91121164 1.11525581 0.97617355
 1.05119481]",Trước đó Cựu Bộ_trưởng Tài_chính Rishi_Sunak và Ngoại_trưởng Liz_Truss đã trở_thành hai ứng_cử_viên cuối_cùng được các nghị_sĩ đảng Bảo_thủ lựa_chọn là người thay_thế ông Johnson sau khi vòng bỏ_phiếu thứ 5 bầu lãnh_đạo đảng cầm_quyền kết_thúc vào chiều 207 theo giờ_địa_phương.Trong khi ông CampbellBannerman và ông Cruddas đe_dọa sẽ nộp đơn kêu_gọi điều_tra khẩn_cấp cuộc bầu_cử sắp tới nếu đơn kiến_nghị của họ không được chấp_thuận một đơn kiến_nghị khác về vấn_đề tương_tự đã bị Quốc_hội Anh bác_bỏ vào ngày 217.Trước đó Công_đảng đối_lập đã kêu_gọi thay_thế ông Boris_Johnson ngay_lập_tức bằng một thủ_tướng tạm_quyền cho đến khi người kế_nhiệm chính_thức được đảng Bảo_thủ bầu ra_vào đầu tháng 9.Hôm 217 trang_web chính_thức của đảng Bảo_thủ Anh đã đăng_tải một bản kiến_nghị do hơn 4000 cử_tri ủng_hộ đảng gửi lên yêu_cầu cho Thủ_tướng Boris_Johnson có cơ_hội thứ hai và tham_gia cuộc tranh_cử chức thủ_tướng sắp tới.Với 349 phiếu ủng_hộ so với 238 phiếu chống chính_phủ của Thủ_tướng Boris_Johnson ngày 187 giờ địa_phương đã vượt qua cuộc bỏ_phiếu tín_nhiệm tự đề_xuất sau khi các thành_viên đảng Bảo_thủ cầm_quyền buộc phải lựa_chọn ủng_hộ chính_phủ nhằm tránh bầu_cử sớm.Ngày 77 vừa_qua ông Boris_Johnson đã thông_báo từ_chức lãnh_đạo đảng Bảo_thủ đồng_nghĩa với việc từ_chức Thủ_tướng Anh trong bối_cảnh nhà lãnh_đạo này vướng phải hàng_loạt bê_bối và đối_mặt với làn_sóng từ_chức của hàng chục thành_viên cấp cao trong chính_phủ.Những người đứng đằng sau bản kiến_nghị cho rằng toàn_bộ quá_trình bầu nhà lãnh_đạo mới của đảng đã mở_đường cho các nghị_sĩ có_thể viện lý_do lợi_ích để dàn_xếp chống lại Thủ_tướng Johnson.Thực_tế cho thấy ông Sunak thường về nhất trong các vòng bỏ_phiếu vừa_qua nhưng bà Liz_Truss được cho là có lợi_thế hơn ở vòng cuối bởi những người bỏ_phiếu trong vòng quyết_định là các đảng_viên đảng Bảo_thủ chứ không phải 358 nghị_sĩ của đảng này
162,"[1.28373494 1.37019314 1.24047184 1.04901886 1.16214574 1.56982806
 1.38452508 1.30323377 1.59689637 1.43700333 1.30394523 1.03216347
 0.91333604 1.36369523 1.42071247 1.35066005 0.82831617 1.3544337
 0.21241596 1.10656831 1.07614177 0.94521077 1.06651133 1.26912454
 1.09929063 0.81170403 1.04870093 0.47934845 1.13483027 0.62532658
 1.33694682 1.01838302 1.09792405 0.56761142 1.06185226 1.01930733
 1.15283403 1.40212129 1.43815836 1.18565603 1.63354201 1.3422415
 1.16434878 1.30331609 1.22772805 0.57088556 1.46690451 1.28909709
 1.28067367 1.1588657  1.31558262 0.86647718 1.31943055 0.7862154
 1.11899317 1.11217077 1.06842361 1.20651993 1.32027212 1.05887206
 1.08398583 0.72782943 1.28309741 1.00219152 0.43557383 0.90349977
 0.76263607 0.55352815 1.15969741 1.30139646 0.73824188 0.81393794
 0.7075574  1.05686018 1.18288819 0.91244757 1.50302465 0.91850297
 1.41732883 1.31839828 1.08557694 0.77837956 0.78813247 0.75899793
 0.64900409 0.49791835 1.02299942 1.31606675 1.25746412 0.21340256
 0.46426321 0.71003486 0.88354385 0.37869758 0.43119315 0.38151534
 1.04220132 0.75368063 0.54620305 0.44937239 0.68299628 0.66510397
 0.08006245 0.834973   1.06992597 0.44615164 1.11889743 0.59558843
 0.58418743]",Báo_cáo tăng_trưởng kinh_tế và dự_báo cho quý kế_tiếp đối_với các thị_trường trong đó có Việt_Nam do Ngân_hàng UOB vừa công_bố dự_báo tiền_đồng có_thể đối_mặt với áp_lực giảm_giá thêm khi Cục Dự_trữ Liên_bang Mỹ_FED tiếp_tục tăng lãi_suất trong nửa cuối năm 2022.Đặt vấn_đề về việc nếu_như mặt_bằng lãi_suất tăng trong thời_gian tới các chuyên_gia cho rằng chính_sách thực_thi gói hỗ_trợ 2 lãi_suất tương_đương mức hỗ_trợ 40 nghìn tỷ đồng theo Nghị_định 312022N_ĐCP vẫn có ý_nghĩa quan_trọng với nền kinh_tế.Để giảm bớt áp_lực lạm_phát Ngân_hàng Nhà_nước sẽ phải hút bớt vốn từ thị_trường tiền_tệ và sức_ép lên lãi_suất huy_động lẫn lãi_suất cho vay đều sẽ có_thể gia_tăng.Theo đại_diện các ngân_hàng cầu tín_dụng tăng là nguyên_nhân khiến ngân_hàng điều_chỉnh tăng lãi_suất huy_động để có đủ nguồn vốn đáp_ứng nhu_cầu thị_trường.Chẳng_hạn như Ngân_hàng TMCP Nam_Á_NamABank cũng đã đưa lãi_suất tiền gửi onlines lên tới 74 năm với các kỳ_hạn 18 tháng 24 tháng và 36 tháng.Ông Hùng cho biết các ngân_hàng có chiến_lược riêng và việc điều_chỉnh lãi_suất tại một_số kỳ_hạn của một_số ngân_hàng nhằm thu_hút vốn nhàn_rỗi trong dân_cư tốt hơn và đó cũng là động_thái riêng của những ngân_hàng đó.Thống_kê cho thấy ACB là một trong những ngân_hàng tăng lãi_suất mạnh nhất trong đợt điều_chỉnh này với mức tăng thêm từ 06 09 năm.Lý_do là các tổ_chức tín_dụng cũng hiểu rằng việc huy_động vốn với lãi_suất có_thể cao hơn nhưng việc nâng lãi_suất cho vay cũng phải cân_nhắc cho phù_hợp với thực_tiễn
163,"[1.16781273 1.63686445 0.70182687 1.58935312 1.42090821 1.22300539
 1.24239256 1.29605874 1.26611076 1.44668601 0.57390978 1.04068571
 1.56760451 1.14768968 0.98448461 1.0791529  1.00010867 1.22976102
 1.05378963 1.21459016 0.74106391 1.54744969 1.23918278 1.00924447
 0.21043601 0.6459284  1.3710026  0.14746395 1.43993818 1.20811612
 1.40022792 1.18341634 1.26761743 1.21370472 1.27219134 1.15455262
 1.25623408 1.27207656 1.25633093 0.66860324 1.13933189 0.12436066
 1.39756961 1.15662542 1.19975374 0.98065309 0.88983116 1.30609151
 1.27225162 1.13829127 0.77162694 1.59781982 0.71194274 1.0807976
 0.83286013 0.99579342 1.36456397 0.83823404 0.8005826  1.00926543
 0.70980042 0.5847768  0.39699038 0.38359006 0.74127518 0.59976206
 1.19665856 0.81407014 1.04849896 0.91250672 0.75529834 1.25524694
 1.36365084 0.98058081 1.16368254 0.91311585 0.87001163 1.00893243
 0.65833558 0.83304496 0.63132945 0.86974835 0.56091701 0.73240203
 1.02590249 0.50576951 0.72311253 0.92873035 1.0328549  0.72708052
 0.61945573 0.88533103 0.87693033 0.67099065 0.96653664 1.05725581]",Trong khi các máy_bay không người lái của Ukraine đang trở_nên kém hiệu_quả hơn trong giai_đoạn mới của cuộc_chiến_Nga cũng đang sử_dụng nhiều máy_bay không người lái hơn đặc_biệt là cho các nhiệm_vụ tình_báo giám_sát và trinh_sát.Chuyên_gia Bendett của CNA cho rằng trong khi các máy_bay không người lái của Ukraine đang trở_nên kém hiệu_quả hơn trong giai_đoạn mới của cuộc_chiến_Nga cũng sử_dụng nhiều máy_bay không người lái của họ đặc_biệt là cho các nhiệm_vụ tình_báo giám_sát và trinh_sát.Tuy_nhiên hai phi_công giấu_tên của Lực_lượng Không_quân Ukraine nói với tờ The_War_Zone rằng họ không ủng_hộ dùng máy_bay không người lái này do mức giá quá đắt 10_triệu USD mỗi chiếc và vì chúng có khả_năng bị bắn hạ ngay khi thực_hiện nhiệm_vụ đầu_tiên.Tuy_vậy 2 phi không được tiết_lộ danh_tính của Không_quân Ukraine nói với tạp_chí The_War_Zone rằng họ không ủng_hộ mua loại UAV này do giá quá cao 10_triệu USDchiếc lại thêm chúng có khả_năng bị bắn hạ ngay trong nhiệm_vụ đầu_tiên.Tuy_nhiên hai phi_công giấu_tên của Lực_lượng Không_quân Ukraine nói với Tạp_chí The_War_Zone của Mỹ rằng họ không ủng_hộ việc sử_dụng máy_bay không người lái do mức giá quá đắt của chúng là 10_triệu USD mỗi chiếc vì chúng có khả_năng bị bắn hạ ngay từ lần hoạt_động đầu_tiên.Từ những máy_bay không người lái nhỏ thường được sử_dụng để giám_sát đến máy_bay không người lái Bayraktar_TB2 nổi_tiếng do Thổ Nhĩ Kỳ thiết_kế lực_lượng máy_bay không người lái đặc_biệt của Ukraine đã có_thể đối_phó hiệu_quả với xe_tăng và thiết_giáp của Nga.Theo ông Mark_Cancian nhà phân_tích tại Trung_tâm Nghiên_cứu Chiến_lược và Quốc_tế sở_dĩ Ukraine sử_dụng máy_bay không người lái hiệu_quả như vậy thời_gian đầu là do Nga chưa tổ_chức hệ_thống phòng_thủ của mình.Theo Mark_Cancian nhà phân_tích tại Trung_tâm Nghiên_cứu Chiến_lược và Quốc_tế_CSIS sở_dĩ Ukraine trước đây sử_dụng máy_bay không người lái hiệu_quả như_vậy là do Nga chưa tổ_chức hệ_thống phòng_thủ của mình
164,"[1.09828001 1.08306318 1.03771876 1.10863567 0.69024883 1.05990459
 1.34348908 0.73045008 1.08670719 1.10462476 1.21680145 1.09261277
 0.85592178 0.91036145 0.9530321  1.34932727 0.82464138 0.97543506
 0.46540783 0.99049826 0.91773781 0.70314877 0.96946339 0.57247739
 1.24281735 1.06940196 0.49793887 0.8568149  0.38836342 0.47043796
 0.81294824 1.25478696 1.02225109 0.49400194 1.16576013 0.66240538
 1.05809614 1.32443739 1.4145062  0.52589585 1.33973252 1.09434486
 1.13831511 1.22493907 0.39752774 0.26656933 0.45024581 0.71765656
 0.4340549  0.51607682 1.37157495 1.19291392 0.83860202 1.18255509
 0.9818971  0.59863291 1.11023515 1.10860909 1.52476589 1.34165695
 1.63012114 1.19723948 0.94205768 1.399318   1.44532299 0.93079059
 1.32477784 1.38129203 1.61596301 1.63500811 1.36630517 1.65378429
 1.01448939 1.4876413  1.00661662 1.05942327 0.68080906 0.59912535
 0.61032602 0.37877866 1.20420223 0.4598508  0.71696235 0.91059956
 0.94934643 0.99602834 1.2090117  1.47475602 1.34225155 0.99803289
 1.24008335 0.90792632]",Bởi chỉ cách đây 57 năm trước xuất_khẩu gạo của Việt_Nam phụ_thuộc rất lớn vào Philippines_Indonesia bởi các thị_trường này thường có nhu_cầu lớn về gạo phẩm_cấp thấp trung_bình.Đây là tín_hiệu rất đáng mừng bởi để xuất_khẩu gạo vào EU và thị_trường Anh doanh_nghiệp phải tuân_thủ rất nghiêm_ngặt chất_lượng sản_phẩm.Ngoài_ra doanh_nghiệp cũng cần lưu_ý đến phòng_vệ thương_mại vì khi xuất_khẩu gạo số_lượng lớn trong thời_gian ngắn vào một thị_trường nào đó Việt_Nam có_thể chịu nhiều rủi_ro về thuế_quan.Ông Nguyễn_Quốc_Toản Cục_trưởng Cục Chế_biến và Phát_triển thị_trường nông_sản Bộ_Nông_nghiệp_và_Phát_triển nông_thôn cho rằng nhiều cơ_chế chính_sách để phát_triển ngành lúa gạo đã được đề ra tuy_nhiên trong thực_tiễn vẫn có những nút thắt như liên_kết giữa nông_dân với doanh_nghiệp.Phó Chủ_tịch VFA cũng chỉ ra ngành gạo Việt_Nam đang đối_mặt với nhiều khó_khăn đó là thu_nhập của người nông_dân giảm mạnh giá lúa không giảm nhưng phân_bón chi_phí vận_tải tăng đột_biến.Tuy_nhiên để biến tiềm_năng này thành hiện_thực thì người trồng lúa và doanh_nghiệp xuất_khẩu gạo cần áp_dụng triệt_để trên diện rộng Global_GAP đồng_thời đẩy_mạnh sản_xuất gạo thơm chất_lượng cao.Nhiều thương_nhân nảy ý_định phải đem sản_phẩm gạo Việt_Nam sang châu_Âu để bán cho các kênh nhà_hàng cũng như người gốc Á.Bà Bùi_Kim_Thùy chuyên_gia kinh_tế cho rằng sự khơi_thông của thị_trường xuất_khẩu gạo nằm ở hàng_rào kỹ_thuật phòng_vệ thương_mại an_ninh lương_thực hạn_ngạch thuế_quan Việt_Nam vẫn phải chịu biện_pháp phòng_vệ thuế_suất đặc_biệt là Trung_Quốc
165,"[1.19990742 1.14748293 1.04133592 0.81084845 1.25735712 0.87190153
 0.6212377  1.06452011 0.64186697 1.20461262 0.86372206 0.77175393
 0.14609794 1.12561765 0.77606634 1.17440504 1.15815756 1.24366227
 1.28390894 0.88914246 1.03493334 1.09447936 1.16701599 1.25300314
 0.92503287 1.20597906 1.30219678 1.26556829 1.14694078 1.22027212
 1.22900858 1.03011063 1.04339262 1.23925383 1.37327833 1.30624958
 0.98419795 1.32633928 1.12680817 0.90764235 0.94764038 0.92826339
 0.73612336 0.36929038 1.58427398 0.94238789 1.11574396 1.58427398
 1.04909522 1.08603934 1.10905781 1.15980967 0.31157798 0.243491
 0.33680544 0.30960597 0.71121224]",Tiêm mũi 3 Tổng_số có 47445309 mũi_tiêm đạt 710 tăng 02 trong ngày có 42 tỉnh triển_khai với 80504 người được tiêm.Tiêm mũi 4 Tổng_số có 7881379 mũi_tiêm đạt 442 tăng 17 trong ngày có 46 tỉnh triển_khai với 228386 người được tiêm.Theo đó tính đến 227 cả nước đã tiêm cho trẻ từ 5 đến dưới 12 tuổi đạt tổng_số mũi là 11209597 tăng khoảng hơn 290000 liều so với ngày trước đó.Như_vậy tổng_số liều vắcxin đã được tiêm là 242303027 liều trong đó.Như_vậy tổng_số liều vaccine đã được tiêm là 242303027 liều trong đó.Tỉnh có tỷ_lệ tiêm thấp là Hà_Nội Hà_Tĩnh Vĩnh_Phúc Đà_Nẵng Quảng_Nam TP Hồ_Chí_Minh Khánh Hòa
166,"[1.30225748 0.57247872 0.87372348 0.9895448  1.25499961 1.58197748
 0.30732182 1.15312093 1.32497926 1.45086163 1.63383259 1.19325877
 0.76841884 1.17748473 1.00043234 1.14428024 1.14175831 0.82519288
 1.11458143 1.28074318 1.04273501 0.63475788 0.78415782 1.53708052
 1.33456053 0.98194482 1.11052929 0.62102287 0.81351956 1.23126946
 0.67307378 0.73423731 0.48135222 0.78503557 0.41122209 1.30692692
 0.3286386  1.02153916 1.06352573 0.74215512 1.33150493 0.71918148
 0.61622179 0.9921601  0.96372148 1.30470853 1.21925564 1.12271326]",Khi có triệu_chứng sốt đột_ngột xuất_huyết mệt_mỏi đau người phát_ban nổi hạch cần quan_sát và kiểm_tra kỹ trên cơ_thể xem có nốt đốt như mô_tả ở trên thì nghĩ đến đây là tổn_thương do mò đốt và nên đến các cơ_sở y_tế để khám và điều_trị kịp_thời.Qua hội_chẩn liên_khoa các bác_sĩ Trung_tâm_Bệnh nhiệt_đới bước_đầu nhận_định đây là bệnh sốt mò và kết_quả xét_nghiệm đã đúng với chẩn_đoán ban_đầu.Mò là một loại côn_trùng truyền vi_khuẩn Rickettsiae tsutsugamushi gây bệnh cảnh nhiễm_trùng huyết và giống các căn_nguyên gây nhiễm_khuẩn huyết khác nên các bác_sĩ thường chẩn_đoán nhầm nếu không để_ý đến vết loét ngoài_da do con mò đốt.Đỗ_Duy_Cường Giám_đốc Trung_tâm_Bệnh nhiệt_đới đây là ca bệnh khá điển_hình của bệnh sốt mò do mò cắn và truyền vi_khuẩn Rickettsiae tsutsugamushi vào cơ_thể người với các hội_chứng lâm_sàng đặc như đã mô_tả và kèm theo vết loét tại nơi mò cắn eschar.Nhân_viên y_tế cũng cần được trang_bị và cập_nhật các kiến_thức về bệnh sốt mò theo hướng_dẫn của Bộ y_tế để có_thể chẩn_đoán và điều_trị kịp_thời đúng phác_đồ
167,"[0.83557451 1.45518942 1.17547223 0.57784684 1.28030737 1.03283198
 0.91416115 0.52070528 0.92930572 0.69036068 0.72146541 0.95140421
 1.21177798 0.61772317 0.97378099 0.86613754 0.5145995  0.74551375
 1.32530334 0.92943113 0.89834272 0.87346421 0.90773567 1.0756171
 1.21647324 0.76783134 0.83248748 1.09847072 1.06199106 1.09974341
 1.40622051 0.53847205 1.45090402 1.17987078 1.39858152 1.42357831
 1.27234414 0.84844934 0.54820023 1.0326789  0.7732391  1.10197989
 1.12226123 1.30127385 1.4475889  1.35851312 1.54113619 1.27485202
 1.03677343 1.08793327 0.78229437 1.33963237 1.15091487 0.51825208
 1.17919978 0.81314524 1.23507938 0.58411393 0.77208526 0.80472084
 1.24290742 0.55854671 1.03986059 1.1575157  1.40566197 0.83572567
 0.78966334 0.80443597 0.9904552  0.95783781 0.64480344 1.14724813]",Công_ty đất_hiếm của Trung_Quốc Shenghe Resources cũng cho biết trong một bài báo đăng trên tài_khoản WeChat chính_thức của họ rằng con_số 694 triệu tấn có_thể là tham_chiếu theo lượng khoáng_sản chứ không phải tính theo khối_lượng oxit đất_hiếm.Shenghe Resources cho biết Sản_lượng oxit đất_hiếm trên toàn_cầu là khoảng 280000 tấn một năm và sản_lượng oxit đất_hiếm hàng năm của mỏ nằm ở Thổ Nhĩ Kỳ là 10000 tấn vì_vậy nó sẽ không có tác_động lớn đến thị_trường toàn_cầu.Tuy_nhiên do những đặc_tính địa_hóa_học của chúng các nguyên_tố đất_hiếm thường phân_tán và không thường được tìm thấy tập_trung trong các khoáng_vật đất_hiếm kết_quả là mỏ đất_hiếm mà có_thể khai_thác về mặt kinh_tế rất ít phổ_biến.Theo Giám_đốc của một nhà_sản_xuất nam_châm lớn thuộc sở_hữu nhà_nước có trụ_sở tại Ganzhou tỉnh Giang_Tây miền Đông Trung_Quốc Lý_do khiến Trung_Quốc có được vị_trí thống_trị toàn_cầu trong ngành công_nghiệp đất_hiếm không phải vì trữ_lượng lớn mà là khả_năng khai_thác phân_tách và tái_tạo cũng như một chuỗi công_nghiệp hoàn_chỉnh để sản_xuất các sản_phẩm hạ nguồn.Theo Bộ_trưởng Bộ Năng_lượng và Tài_nguyên Thiên_nhiên Thổ Nhĩ Kỳ ông Fatih_Donmez tiết_lộ hồi_đầu tháng 72022 rằng mỏ dự_trữ nguyên_tố đất_hiếm này nằm ở quận Beylikova của Eskisehir ở trung_tâm Anatolia một bán_đảo lớn ở Tây_Á thuộc lãnh_thổ nước này.Theo một tuyên_bố trước đó trữ_lượng đất_hiếm 694 triệu tấn của Thổ Nhĩ Kỳ được báo_cáo có_thể chuyển thành 300000 tấn oxit đất_hiếm REO không đáng_kể so với trữ_lượng 44 triệu tấn của Trung_Quốc.Mới_đây ông Fatih_Dönmez Bộ_trưởng Bộ Năng_lượng và Tài_nguyên Thiên_nhiên Thổ Nhĩ Kỳ đã đưa ra một thông_báo chấn_động thế_giới Quốc_gia này tìm ra mỏ đất_hiếm có trữ_lượng rất lớn xếp thứ 2 trong các mỏ đất_hiếm trên thế_giới.Bao Gang cho biết mỏ Baiyun của họ có lợi_thế về chi_phí mà những nơi khác không_thể so_sánh được vì mỏ này là nơi có nhiều kim_loại đất_hiếm điều này sẽ làm giảm đi chi_phí khai_thác
168,"[1.21474283 0.77152708 0.89713701 0.38697151 0.88184374 1.42936966
 1.2909669  1.23213669 0.4534744  0.62399822 1.17976418 0.59871004
 1.1591891  1.2438253  1.33400908 0.85395257 1.38517848 1.12318742
 1.30290229 1.24378831 0.87434089 1.2295297  1.11998427 1.23045593
 0.75091172 1.06894462 1.04523714 0.93506666 0.76493689 0.93679297
 0.58395107 1.17371355 1.16334124 1.57699322 0.55864785 1.45886802
 0.81938349 0.87307387 0.89808079 1.09088241 0.62203033 0.78184162
 1.16826947 0.72948954 1.10662296 1.208574   1.40358189 0.80553594
 0.86082473 0.78298714 0.69554811 0.63561725 1.06885474 1.17635801
 0.74163808 1.14886569 1.47645567 0.79993894 0.67747311 1.34968169]",Trong trường_hợp của hai diễn_viên Vincent_Kartheise và Alexis_Bledel khán_giả thậm_chí chỉ biết họ có con chung sau khi một bạn diễn của Bledel tiết_lộ cô đã làm mẹ.Mong_muốn của tôi là con_bé được tự chọn cách chia_sẻ bản_thân với thế_giới khi đến tuổi trưởng_thành và sống một tuổi_thơ bình_thường nhất mà không phải lo_lắng về hình_ảnh của mình bị công_chúng nhìn thấy điều mà nó đã không hề chọn cô giải_thích lý_do việc giấu mặt con lại quan_trọng tới vậy.Tôi sẽ đợi đến khi chúng đủ lớn và có cho_phép tôi được chia_sẻ ảnh chúng hay không Eva trả_lời thắc_mắc của một khán_giả về lý_do cô rất hiếm khi đăng_tải ảnh con.Khi đã công_khai chuyện có con các ngôi_sao chuyển áp_dụng những cách khác nhau để gìn_giữ sự riêng_tư cho con nhỏ như né_tránh ống_kính paparazzi không xuất_hiện cùng con.10 người con của Musk bao_gồm Nevada_Alexander_Musk đã mất lúc 10 ngày tuổi Griffin_Musk_Vivian_Musk_Kai_Musk_Saxon_Musk_Damian_Musk X AE AX II_Musk_Exa_Dark_Sideræl_Musk và cặp song_sinh vừa được công_bố với Shivon_Zilis.Ông chủ Tesla là người hiếm_hoi chia_sẻ về chuyện đời_tư và càng ít để lộ thông_tin về những người con của mình
