cluster_id,score,summary
154,"[1.00195695 1.00195695 1.00195695 0.97064579 1.00195695 0.97064579
 1.00195695 1.00195695 1.00195695 1.00195695 1.00195695 1.00195695
 1.00195695 1.00195695 1.00195695 1.00195695 1.00195695 1.00195695
 1.00195695 1.00195695 1.00195695 1.00195695 1.00195695 1.00195695
 1.00195695 1.00195695 1.00195695 1.00195695 1.00195695 1.00195695
 1.00195695 1.00195695]",Khoảng 30 phút sau cha_mẹ cháu bé đến Công_an xã Tân_Kiên để đón con mình và cảm_ơn lực_lượng công_an đã hỗ_trợ.Khoảng 19 h30 ’ ngày 147 Thiếu_tá Nguyễn_Việt_Cường Thiếu_tá Nguyễn_Văn_Triều và Đại_úy Phạm_Thanh_Bình Đội CSGT An_Lạc Phòng CSGT_ĐBĐSCông_an TP Hồ_Chí_Minh tuần_tra kiểm_soát trật_tự an_toàn giao_thông trên đoạn quốc_lộ 1 đến trước số B411 quốc_lộ 1 xã Tân_Kiên huyện Bình_Chánh thì phát_hiện một bé gái đi lang_thang với gương_mặt lo_lắng sợ_hãi.Thấy bé gái đi bộ với vẻ mặt sợ_hãi tổ công_tác đã tiếp_cận hỏi_thăm thì biết cháu đang đi lạc.CSGT đưa bé gái về trụ_sở cho ăn_uống rồi bàn_giao cho Công_an xã Tân_Kiên huyện Bình_Chánh lấy thông_tin
155,"[1.00659396 1.00659396 1.00659396 1.00659396 1.00659396 1.00659396
 0.9746386  0.99061628 0.99061628 0.9746386  1.00659396 1.00659396
 1.00659396 1.00659396 1.00659396 0.9746386  0.99061628 1.00659396
 1.00659396 0.9746386  1.00659396 1.00659396 1.00659396 1.00659396
 0.99061628 0.95866092 1.00659396 1.00659396 0.99061628 1.00659396
 1.00659396 1.00659396 1.00659396 1.00659396 1.00659396 0.99061628
 1.00659396 0.99061628 0.94268324 1.00659396 1.00659396 1.00659396
 1.00659396 1.00659396 0.99061628 1.00659396 1.00659396 1.00659396
 1.00659396 1.00659396 1.00659396 1.00659396 1.00659396 1.00659396
 1.00659396 1.00659396 0.99061628 1.00659396 1.00659396 1.00659396
 1.00659396 0.9746386  1.00659396]",Hắn_ta lấy vũ_khí và bắt_đầu xả đạn.Phóng_viên của đài_truyền_hình NRK Na_Uy cho biết Tôi nhìn thấy một người đàn_ông bước vào với chiếc túi hắn lôi ra một khẩu súng và bắt_đầu xả súng liên_tục.Khi tấm kính của quán bar bên cạnh vỡ tan_tành tôi mới nhận ra rằng mình phải tìm chỗ ẩn_nấp.Đầu_tiên tôi nghĩ đó là một khẩu súng_hơi.Anh Olav_Roenneberg phóng_viên của đài_truyền_hình công_cộng Na_Uy_NRK đã chứng_kiến vụ xả súng và kể lại Tôi thấy một người đàn_ông tới hiện_trường cùng với một chiếc túi.Người phát_ngôn cảnh_sát Na Uy Tore_Barstad cho biết 14 người đang được điều_trị y_tế trong đó 8 người phải nhập_viện.Theo hãng tin AP hiện_trường vụ xả súng nằm bên ngoài quán bar London_Pub nơi những người đồng_tính thường hay lui_tới khoảng vài giờ trước khi cuộc diễu_hành Oslo’s_Pride diễn ra
156,"[0.97758511 1.00676676 1.00676676 1.00676676 0.94840347 1.00676676
 1.00676676 1.00676676 1.00676676 1.00676676 1.00676676 1.00676676
 1.00676676 1.00676676 1.00676676 1.00676676 1.00676676 1.00676676
 1.00676676 1.00676676 1.00676676 1.00676676 1.00676676 1.00676676
 0.97758511 1.00676676 1.00676676 1.00676676 0.94840347 1.00676676
 1.00676676 1.00676676 1.00676676 1.00676676 1.00676676 1.00676676
 0.99217594 0.91922182 0.97758511 1.00676676 1.00676676 1.00676676
 1.00676676 1.00676676 1.00676676 1.00676676 1.00676676 1.00676676
 1.00676676 1.00676676 1.00676676 1.00676676 1.00676676 1.00676676
 1.00676676 1.00676676 1.00676676 0.99217594 1.00676676 0.96299429
 0.99217594 0.99217594 1.00676676 0.97758511 0.99217594 0.99217594
 1.00676676 0.99217594 1.00676676]",Khi một vùng nào đó đã và đang xảy ra dịch thì cần triển_khai kịp_thời các biện_pháp chống dịch phun xịt thuốc diệt muỗi để làm giảm nhanh mật_độ muỗi trong cộng_đồng.Tại phường Tân_Hiệp TX Tân_Uyên tỉnh Bình_Dương lực_lượng y_tế cán_bộ khu_phố tổ_dân_phố cộng_tác_viên đoàn_viên hội_viên và nhân_dân đã tích_cực tham_gia tổng_vệ_sinh môi_trường.Cộng_đồng cùng chung tay phòng_bệnh sốt_xuất_huyết tay_chân miệng đó là thông_điệp của chiến_dịch diệt lăng_quăng tổng_vệ_sinh môi_trường vừa được các địa_phương trong tỉnh Bình_Dương đồng_loạt tổ_chức.Đối_với người_bệnh sốt_xuất_huyết được hướng_dẫn theo_dõi sức_khỏe tại nhà cần chú_ý theo_dõi những dấu_hiệu trở nặng như đau bụng nhiều và liên_tục nôn ói nhiều nôn ra máu chảy máu chân_răng chân_tay lạnh bồn_chồn vật_vã lừ_đừ li_bì cần đến ngay cơ_sở y_tế để được chăm_sóc và điều_trị kịp_thời.Khi có biểu_hiện sốt cao đột_ngột nhức đầu đau_cơ đau_khớp chán_ăn buồn_nôn nôn đến cơ_sở y_tế để được tư_vấn và điều_trị kịp_thời.Sử_dụng bình_xịt nhang kem thoa xua muỗi mặc áo_quần dài tay ngủ mùng kể_cả ban_ngày để tránh muỗi đốt.Trước thực_trạng này ngành chức_năng và các địa_phương trên địa_bàn TP Hồ_Chí_Minh đã kêu_gọi mỗi người dân mỗi gia_đình mỗi cơ_quan công_sở hãy chung tay thực_hiện các biện_pháp phòng_bệnh sốt_xuất_huyết theo đó dành 10 15 phút mỗi tuần để dọn_dẹp nơi mình làm_việc sinh_sống từ trong nhà đến xung_quanh nhà không để đọng nước làm phát_sinh lăng_quăng muỗi như lật_úp các xô lọ chai cũ không dùng đến cọ_rửa và thay nước lọ hoa chén nước cúng ít_nhất 01 lầntuần dọn_dẹp mái_hiên nóc nhà máng xốiĐậy kín lu hồ phuy chứa nước khi không dùng đến để tránh muỗi đẻ_trứng và phát_sinh lăng_quăng muỗi
157,"[1.01041249 1.01041249 1.01041249 0.99879856 0.95234281 1.01041249
 1.01041249 0.99879856 0.95234281 1.01041249 0.99879856 1.01041249
 0.99879856 1.01041249 0.99879856 1.01041249 0.98718462 1.01041249
 1.01041249 0.98718462 1.01041249 0.98718462 1.01041249 1.01041249
 1.01041249 1.01041249 1.01041249 1.01041249 0.99879856 0.99879856
 1.01041249 0.99879856 0.99879856 1.01041249 0.99879856 1.01041249
 1.01041249 1.01041249 0.99879856 1.01041249 0.99879856 0.99879856
 1.01041249 0.99879856 0.98718462 1.01041249 1.01041249 0.99879856
 1.01041249 1.01041249 0.99879856 1.01041249 1.01041249 0.99879856
 1.01041249 1.01041249 1.01041249 1.01041249 1.01041249 1.01041249
 1.01041249 1.01041249 1.01041249 1.01041249 1.01041249 0.99879856
 0.84781738 1.01041249 0.98718462 0.917501   0.99879856 1.01041249
 1.01041249 0.98718462 1.01041249 0.97557068 1.01041249 0.98718462
 0.98718462 1.01041249 1.01041249 0.99879856 0.99879856 1.01041249
 0.99879856 0.99879856 0.96395675]",Tại huyện Di_Linh Lâm Hà Bảo_Lộc Lâm_Đồng cà_phê được thu_mua với mức 42300 đồngkg.Trong khi kỳ_hạn giao tháng 112022 giảm 10 USD 05 giao_dịch tại 1984 USDtấn.Giá cà_phê arabica giao tháng 92022 tại New_York đạt mức 21585_US_centpound giảm 105 tương_đương 23_US cent.Vì_vậy phần_lớn giới đầu_tư đều đứng ngoài quan_sát khối_lượng giao_dịch cà_phê cả 2 sàn đều ở mức dưới trung_bình.Đồng_EUR cũng có sự tăng phục_hồi 2 lên mức 102 USD đổi 1_EUR trước thềm chính_sách lãi_suất của ECB.Cho_nên sức_mua cà_phê vì_thế cũng giảm_sút.Giá cà_phê robusta chững lại do nhà_đầu_tư chờ_đợi mức tăng lãi_suất đồng Euro có kết_quả cụ_thể hơn.Giá cà_phê arabica sau khi tăng phiên thứ 4 đã quay đầu giảm sau báo_cáo tồn_kho ICE tại châu_Âu giảm xuống đứng ở mức thấp 23 đã thúc_đẩy đầu_cơ tăng mua
158,"[0.98197343 1.00379507 1.00379507 1.00379507 1.00379507 1.00379507
 1.00379507 1.00379507 1.00379507 1.00379507 1.00379507 1.00379507
 1.00379507 1.00379507 1.00379507 1.00379507 1.00379507 1.00379507
 1.00379507 1.00379507 1.00379507 1.00379507 1.00379507 1.00379507
 1.00379507 1.00379507 0.99288425 1.00379507 1.00379507 1.00379507
 1.00379507 0.99288425 0.98197343 1.00379507 1.00379507 0.99288425
 0.93833017 1.00379507 1.00379507 1.00379507 1.00379507 1.00379507
 1.00379507 0.99288425 1.00379507 1.00379507 0.99288425 1.00379507
 1.00379507 1.00379507 1.00379507 1.00379507 0.99288425 1.00379507
 1.00379507 1.00379507 1.00379507 1.00379507 0.99288425 0.99288425
 1.00379507 1.00379507 0.99288425 0.99288425 1.00379507 1.00379507
 1.00379507 0.9601518  1.00379507 0.99288425 1.00379507 1.00379507
 1.00379507 1.00379507 1.00379507 1.00379507 1.00379507 1.00379507
 1.00379507 1.00379507 0.99288425 1.00379507 1.00379507 1.00379507
 1.00379507 1.00379507 1.00379507 1.00379507 1.00379507 0.93833017
 1.00379507 1.00379507]",Hiện số đường_bay quốc_tế nơi chiếm 65 doanh_thu của Vietnam_Airlines dự_kiến phục_hồi vào năm 2024 dựa theo dự_báo về thị_trường mới nhất của Hiệp_hội vận_tải hàng_không quốc_tế IATA.Năm 2021 đại_dịch COVID19 diễn_biến phức_tạp trong nước và trên thế_giới đã ảnh_hưởng nghiêm_trọng đến toàn ngành hàng_không.Đặc_biệt Pacific_Airlines thuộc Vietnam_Airlines_Group đang thiếu_hụt dòng tiền nợ quá_hạn lớn đe_dọa mất khả_năng thanh_toán.Năm 2022 hoạt_động vận_tải hàng_không được khôi_phục dần cùng với tốc_độ mở_cửa kinh_tế và kết_nối giữa các quốc_gia.Thị_trường hàng_không nội_địa đang phục_hồi mạnh_mẽ sau khi dịch_bệnh được kiểm_soát.Năm_tháng đầu năm 2022 tổng thị_trường khách nội_địa tăng 36 so_sánh cùng kỳ năm 2019 riêng Vietnam_Airlines khách nội_địa vượt 77 so 2019.Tổng_số đường_bay quốc_tế hãng đang khai_thác đạt 35 đường_bay bằng 53 so 2019.Đại_diện hãng nhận_định việc dần phục_hồi khai_thác các đường_bay quốc_tế là cơ_hội để Vietnam_Airlines nâng cao hiệu_quả sử_dụng nguồn_lực tăng doanh_thu nâng cao kết_quả sản_xuất kinh_doanh giảm lỗ và tiến tới có lãi trở_lại trong các năm tới
159,"[1.00308234 1.01805372 1.01805372 1.01805372 1.01805372 1.01805372
 1.01805372 1.01805372 1.00308234 1.01805372 1.01805372 1.00308234
 0.95816821 1.01805372 1.01805372 1.01805372 1.00308234 1.01805372
 0.98811096 1.01805372 0.97313959 1.01805372 1.01805372 1.00308234
 0.97313959 1.01805372 1.00308234 1.01805372 1.01805372 1.01805372
 1.00308234 0.98811096 0.92822545 1.01805372 1.01805372 0.97313959
 0.95816821 1.01805372 1.01805372 0.94319683 1.01805372 0.91325407
 0.98811096 0.95816821 1.01805372 1.01805372 1.00308234 1.01805372
 1.01805372 1.01805372 0.98811096 1.00308234 0.95816821 1.00308234
 0.97313959 1.00308234 1.01805372 0.98811096 0.91325407 0.95816821
 1.01805372 1.01805372 1.01805372 1.01805372 1.01805372 1.01805372
 1.01805372 0.95816821]",Đây là những ưu_tiên lớn của Chính_phủ Việt_Nam đối_với trẻ_em Giám_đốc Bệnh_viện Nhi_TW nói.Chúng_tôi đã tra_cứu các y văn và thấy rằng tiêm vaccine COVID19 không_những có tác_dụng giúp tránh bị MISC mà_còn bảo_vệ làm giảm mức_độ nặng khi trẻ bị MISC Với trẻ từ 1218 tuổi theo nghiên_cứu từ Hoa_Kỳ cho thấy ước_tính hiệu_quả của 2 liều vaccine_Pfizer chống lại MISC là 91.Hướng_dẫn này áp_dụng tại các cơ_sở khám bệnh chữa bệnh nhà_nước và tư_nhân trên cả nước.Ví_dụ như phải dùng thuốc đường tĩnh_mạch với trẻ 3040 kg tốn_kém mấy trăm triệu đồng.Như_vậy nếu trẻ mắc COVID19 thì không chỉ ảnh_hưởng đến vấn_đề sức_khỏe tính_mạng mà_còn ảnh_hưởng đến cả gánh nặng chi_phí điều_trị PGSTS Trần_Minh_Điển nói.Tại Bệnh_viện Nhi_TW trong những bệnh_nhân mắc MISC mức_độ nặng cần phải sử_dụng các biện_pháp hỗ_trợ hầu_như đều là các trẻ chưa tiêm vaccine COVID19.Vấn_đề này rất quan_trọng nếu trong gia_đình tất_cả đã tiêm vaccine rồi có nghĩa là trẻ sơ_sinh cũng an_toàn hơn rất nhiều PGSTS Trần_Minh_Điển nhấn_mạnh
160,"[1.02441906 1.02441906 1.00433241 0.96415912 1.00433241 1.02441906
 1.02441906 1.02441906 1.02441906 1.00433241 1.02441906 1.02441906
 1.02441906 1.02441906 0.88381252 0.94407247 1.02441906 1.02441906
 0.98424577 0.96415912 1.02441906 1.02441906 1.00433241 0.76329263
 0.98424577 1.00433241 1.00433241 1.00433241 1.02441906 1.00433241
 1.02441906 1.00433241 1.02441906 1.02441906 1.02441906 1.02441906
 1.02441906 1.02441906 1.00433241 1.00433241 1.02441906 1.00433241
 0.98424577 0.98424577 0.98424577 0.98424577 0.98424577 1.02441906
 0.96415912 1.00433241 0.98424577]",Một trận động_đất mạnh 59 độ Richter đã xảy ra vào đầu ngày thứ_Tư gần thành_phố Khost cạnh biên_giới Pakistan và số người chết dự_kiến sẽ còn tăng lên do nhiều ngôi nhà trong khu_vực này được làm bằng gỗ mỏng bùn và các vật_liệu dễ bị hư_hại khác.Ngoài_ra hai bên cũng đã thảo_luận chi_tiết về hành_động nhằm bảo_toàn 35 tỷ USD dự_trữ của Ngân_hàng Trung_ương Afghanistan vì lợi_ích của người dân nước này.HsiaoWei Lee Phó giám_đốc quốc_gia WFP tại Afghanistan mô_tả tình_hình trên thực_địa là rất ảm_đạm nơi nhiều ngôi làng bị tàn_phá hoàn_toàn hoặc 70 đã sụp_đổ.Ông nói thêm Cốt_lõi của mọi thứ là vấn_đề chính_trị đang tạo ra khoảng_cách về thông_tin liên_lạc không chỉ giữa các quốc_gia và Taliban mà_còn giữa các tổ_chức viện_trợ quốc_tế và Taliban.Thêm vào đó sự chần_chừ của cộng_đồng quốc_tế khi phải làm_việc với Taliban và bộ_máy hành_chính rất lộn_xộn nơi rất khó thu_thập thông_tin từ một nguồn đã dẫn đến những lỗ_hổng liên_lạc của các đội cứu_hộ Baheer người sáng_lập nhóm cứu_hộ Save_Afghans from Hunger cho biết.Mặc_dù cuộc khủng_hoảng_kinh_tế ở Afghanistan đã kéo_dài nhiều năm do hậu_quả của xung_đột và hạn_hán thì tình_hình này đã trở_nên nguy_ngập hơn sau khi Taliban tiếp_quản chính_quyền hồi năm_ngoái
161,"[1.00277585 1.00277585 1.00277585 1.00277585 1.00277585 1.00277585
 1.00277585 1.00277585 1.00277585 1.00277585 0.99097849 1.00277585
 1.00277585 1.00277585 1.00277585 0.99097849 1.00277585 0.99097849
 1.00277585 1.00277585 1.00277585 1.00277585 0.90839695 1.00277585
 0.99097849 1.00277585 1.00277585 1.00277585 1.00277585 1.00277585
 1.00277585 1.00277585 1.00277585 0.99097849 1.00277585 1.00277585
 1.00277585 1.00277585 1.00277585 1.00277585 1.00277585 0.99097849
 1.00277585 1.00277585 1.00277585 0.99097849 1.00277585 1.00277585
 1.00277585 1.00277585 1.00277585 0.97918112 1.00277585 1.00277585
 1.00277585 1.00277585 1.00277585 1.00277585 1.00277585 1.00277585
 1.00277585 1.00277585 1.00277585 1.00277585 1.00277585 1.00277585
 0.99097849 1.00277585 1.00277585 0.99097849 1.00277585 1.00277585
 1.00277585 1.00277585 1.00277585 1.00277585 1.00277585 1.00277585
 1.00277585 1.00277585 1.00277585 1.00277585 0.99097849 1.00277585
 1.00277585]",Tôi sẽ làm_việc ngày_đêm để truyền đi thông_điệp của chúng_ta tới thế_giới ông Sunak viết.Trong khi các nghị sỹ Đảng Bảo_thủ phần_lớn đồng_tình rằng giờ là thời_điểm thích_hợp để Thủ_tướng Johnson ra đi chính_đảng này đang rất chia_rẽ về việc người kế_nhiệm ông nên là ai.Ví_dụ trong phần_lớn cuộc khủng_hoảng COVID19 cách tiếp_cận để giải_quyết vấn_đề của ông đa_phần hỗn_loạn và thiếu nhất_quán phản_ánh một thực_tế là phong_cách của ông thiên về bức tranh lớn chứ không tập_trung vào chi_tiết trong khi phong_cách sống lại không_mấy phù_hợp với các đòi_hỏi của thời_đại_dịch.Tuy_nhiên những người ủng_hộ ông Boris_Johnson sẽ lập_luận rằng ông đã đạt được hai chiến_thắng quan_trọng.Thứ nhất là chiến_thắng trong cuộc tổng_tuyển_cử mang tính bước_ngoặt vào năm 2019 khi Đảng Bảo_thủ ít_nhất cũng tạm_thời đã vẽ lại bản_đồ chính_trị của Anh bằng cách giành được một_số thành trì lâu_đời của Công_đảng đặc_biệt là ở Midlands và Bắc_Anh.Thứ hai ông có công lớn trong cuộc trưng_cầu_ý_dân về Brexit gây chia_rẽ vào năm 2016 và sau đó đưa Anh rời khỏi Liên_minh_châu_Âu EU vào năm 2020.Đây là lý_do tại_sao di_sản chính_trị của nhà lãnh_đạo này có_thể sẽ là đề_tài gây tranh_cãi trong nhiều năm tới.Dù đã đạt được những thành_tựu lịch_sử bao_gồm cả Brexit quốc_gia này chắc_chắn sẽ bị chia_rẽ nhiều hơn là đoàn_kết bởi nhiệm_kỳ thủ_tướng gây tranh_cãi của ông Boris_Johnson
162,"[1.00270065 1.00270065 1.00270065 1.00270065 1.00270065 1.00270065
 1.00270065 1.00270065 1.00270065 1.00270065 1.00270065 1.00270065
 1.00270065 1.00270065 1.00270065 1.00270065 0.98430247 1.00270065
 0.99350156 1.00270065 1.00270065 1.00270065 1.00270065 1.00270065
 1.00270065 1.00270065 1.00270065 1.00270065 1.00270065 1.00270065
 1.00270065 1.00270065 1.00270065 1.00270065 1.00270065 1.00270065
 1.00270065 1.00270065 1.00270065 1.00270065 1.00270065 1.00270065
 1.00270065 1.00270065 1.00270065 1.00270065 0.99350156 1.00270065
 1.00270065 0.99350156 1.00270065 1.00270065 1.00270065 1.00270065
 1.00270065 1.00270065 1.00270065 1.00270065 0.99350156 1.00270065
 1.00270065 1.00270065 1.00270065 1.00270065 0.9659043  1.00270065
 1.00270065 1.00270065 1.00270065 1.00270065 0.99350156 1.00270065
 0.9659043  1.00270065 1.00270065 1.00270065 1.00270065 1.00270065
 1.00270065 1.00270065 1.00270065 1.00270065 1.00270065 1.00270065
 1.00270065 1.00270065 1.00270065 1.00270065 1.00270065 1.00270065
 0.99350156 0.98430247 1.00270065 1.00270065 0.98430247 0.98430247
 1.00270065 1.00270065 1.00270065 0.98430247 0.99350156 0.99350156
 0.95670521 1.00270065 1.00270065 1.00270065 0.99350156 1.00270065
 1.00270065]",Dòng vốn tín_dụng sẽ được ưu_tiên cho lĩnh_vực sản_xuất và dịch_vụ đặc_biệt là các lĩnh_vực ưu_tiên như công_nghiệp xuất_nhập_khẩu nông_lâm thủy_sản.Đây có_thể là một yếu_tố khó đo_lường vì lãi_suất tăng nhưng thực_tế không phải trên diện rộng ở mọi kỳ_hạn và đồng_thời cũng không phải ở tất_cả các ngân_hàng.Đặc_thù của nền kinh_tế Việt_Nam là vốn đầu_tư phụ_thuộc lớn vào nguồn vốn tín_dụng của hệ_thống ngân_hàng.Do_đó khi lãi_suất huy_động tăng chắc_chắn lãi_suất cho vay sẽ tăng.Trong bối_cảnh dư địa_chính_sách tiền_tệ không còn nhiều các chuyên_gia cho rằng việc kết_hợp chính_sách tài_khóa để giữ mặt_bằng lãi_suất cho vay hỗ_trợ nền kinh_tế là rất quan_trọng.Theo đó các ngân_hàng cần sớm giải_ngân gói hỗ_trợ 2 lãi_suất.Trong dài_hạn cần phát_triển thị_trường vốn để doanh_nghiệp có_thể tiếp_cận vốn trung dài_hạn thay_vì phụ_thuộc hệ_thống ngân_hàng.Khi đó áp_lực tín_dụng và lãi_suất lên hệ_thống ngân_hàng sẽ giảm bớt
163,"[0.99324766 1.0037029  1.0037029  1.0037029  1.0037029  1.0037029
 0.99324766 0.99324766 1.0037029  0.99324766 1.0037029  1.0037029
 1.0037029  0.99324766 1.0037029  1.0037029  0.99324766 1.0037029
 1.0037029  1.0037029  1.0037029  1.0037029  1.0037029  1.0037029
 0.8677848  1.0037029  1.0037029  1.0037029  0.99324766 0.99324766
 1.0037029  1.0037029  1.0037029  1.0037029  1.0037029  1.0037029
 0.99324766 1.0037029  1.0037029  1.0037029  1.0037029  0.99324766
 1.0037029  1.0037029  1.0037029  1.0037029  0.99324766 1.0037029
 1.0037029  1.0037029  1.0037029  1.0037029  1.0037029  1.0037029
 1.0037029  0.99324766 1.0037029  1.0037029  1.0037029  0.99324766
 1.0037029  1.0037029  1.0037029  1.0037029  1.0037029  1.0037029
 0.99324766 1.0037029  1.0037029  0.99324766 0.98279242 1.0037029
 1.0037029  1.0037029  0.99324766 0.99324766 1.0037029  1.0037029
 1.0037029  1.0037029  1.0037029  1.0037029  1.0037029  1.0037029
 1.0037029  1.0037029  0.99324766 0.99324766 1.0037029  1.0037029
 1.0037029  1.0037029  1.0037029  1.0037029  1.0037029  1.0037029 ]",UAV đang đóng một vai_trò quan_trọng trong việc cung_cấp tình_báo trinh_sát giám_sát cho Nga để họ có_thể tiến_hành các cuộc tấn_công từ mặt_đất và trên không – ông Bendett nói.Họ chậm thiết_lập hoạt_động vũ_khí hỗn_hợp thiết_giáp bộ_binh pháo_binh trinh_sát công_binh phòng không theo học_thuyết quân_sự của họ.Từ những máy_bay không người lái nhỏ thường được sử_dụng để giám_sát đến máy_bay không người lái Bayraktar_TB2 nổi_tiếng do Thổ Nhĩ Kỳ thiết_kế tất_cả đều đã được ca_ngợi là kẻ hủy_diệt các xe_tăng và xe_thiết_giáp của Nga.Tuy_nhiên Nga đã rút ra bài_học từ thất_bại trước những chiếc máy_bay không người lái này trong những tháng đầu_tiên của chiến_dịch quân_sự.Các chuyên_gia nhận_định trên tờ Business_Insider của Mỹ rằng vũ_khí của máy_bay không người lái ngày_càng trở_nên kém hiệu_quả vì Nga đã cải_tiến hệ_thống phòng_thủ gây nhiễu.Samuel Bendett nhà phân_tích và chuyên_gia về các hệ_thống quân_sự tự_động sử_dụng robot tại Trung_tâm Phân_tích Hải_quân Mỹ_CNA cho biết Điều đang xảy ra hiện_nay là tác_chiến điện_tử và phòng không của Nga đã được tổ_chức và thực chiến tốt hơn so với những tháng trước đó của cuộc_chiến.Các lực_lượng Nga đang sử_dụng các radar cảnh_báo sớm để xác_định các máy_bay không người lái và sử_dụng hệ_thống tác_chiến điện_tử để gây_nhiễu và làm gián_đoạn liên_lạc máy_bay.Họ cũng sử_dụng nhiều loại vũ_khí khác nhau như súng_máy và hệ_thống phòng không chẳng_hạn như hệ_thống tên lửa Tor để bắn hạ máy_bay không người lái
164,"[1.01706321 1.01706321 1.00600817 0.99495314 1.00600817 1.00600817
 0.99495314 0.99495314 1.01706321 1.01706321 1.00600817 1.01706321
 1.00600817 1.01706321 1.01706321 1.00600817 1.01706321 1.01706321
 1.00600817 1.01706321 1.01706321 1.01706321 1.00600817 1.01706321
 0.9838981  1.01706321 1.00600817 1.01706321 0.61908195 1.01706321
 1.01706321 0.99495314 1.00600817 1.01706321 1.00600817 0.9838981
 0.99495314 1.01706321 0.99495314 0.99495314 0.99495314 1.00600817
 1.00600817 1.00600817 1.01706321 0.9838981  0.88440279 0.99495314
 1.01706321 1.01706321 1.01706321 1.01706321 0.9838981  1.00600817
 1.00600817 1.01706321 1.00600817 1.01706321 1.00600817 1.00600817
 1.00600817 0.99495314 0.99495314 0.99495314 0.9838981  0.99495314
 1.01706321 0.99495314 1.00600817 1.01706321 0.9838981  0.97284307
 0.97284307 0.99495314 1.01706321 1.00600817 1.01706321 1.01706321
 1.00600817 0.91756789 1.01706321 1.00600817 1.01706321 0.99495314
 1.01706321 1.01706321 1.00600817 1.00600817 1.00600817 1.01706321
 1.01706321 1.01706321]",Cục trồng_trọt Cục bảo_vệ thực_vật và Chính_quyền các địa_phương có diện_tích đất trồng lúa lớn cần triển_khai các Chương_trình hỗ_trợ nông_dân về giống lúa vật_tư nông_nghiệp an_toàn xay_xát và bảo_quản lúa gạo trước khi xuất_khẩu.Phó Chủ_tịch VFA cũng chỉ ra ngành gạo Việt_Nam đang đối_mặt với nhiều khó_khăn đó là thu_nhập của người nông_dân giảm mạnh giá lúa không giảm nhưng phân_bón chi_phí vận_tải tăng đột_biến.Tại Hội_thảo Khai_thác các tiềm_năng thị_trường Vương_quốc Anh tận_dụng lợi_thế của UKVFTA do Bộ_Công_thương tổ_chức mới_đây ông Nguyễn_Văn_Hiếu Giám_đốc xuất_khẩu Tập_đoàn Lộc_Trời cho biết hiện lượng gạo tập_đoàn này xuất_khẩu sang các thị_trường khó_tính như EU tăng cao từng năm.Giá_trị xuất_khẩu gạo tăng cao.Cần có thời_gian để thực_hiện kế_hoạch này Phó Chủ_tịch VFA đề_xuất.Vì_thế cần diện_tích lớn để trồng lúa.Tuy_nhiên để biến tiềm_năng này thành hiện_thực thì người trồng lúa và doanh_nghiệp xuất_khẩu gạo cần áp_dụng triệt_để trên diện rộng Global_GAP đồng_thời đẩy_mạnh sản_xuất gạo thơm chất_lượng cao.Cái khó là kiểm_soát dư_lượng thuốc_trừ_sâu và hóa_chất
165,"[1.00931966 0.9916123  1.00931966 1.00931966 1.00931966 0.9916123
 0.9916123  1.00931966 1.00931966 1.00931966 1.00931966 1.00931966
 0.97390494 1.00931966 1.00931966 0.9916123  1.00931966 1.00931966
 1.00931966 0.9916123  1.00931966 1.00931966 1.00931966 0.9916123
 1.00931966 1.00931966 1.00931966 0.9916123  1.00931966 1.00931966
 1.00931966 1.00931966 0.9916123  1.00931966 1.00931966 0.9916123
 1.00931966 0.97390494 1.00931966 1.00931966 1.00931966 1.00931966
 1.00931966 0.90307549 1.00931966 1.00931966 1.00931966 1.00931966
 1.00931966 1.00931966 0.9916123  0.9916123  1.00931966 0.93849021
 0.93849021 0.9916123  1.00931966]",3 tỉnh tiêm cao gồm Bắc_Giang 723 Vĩnh_Long 625 Hậu_Giang 601.Số liều tiêm cho người từ 18 tuổi trở_lên là 211008060 liều Mũi 1 là 71299121 liều Mũi 2 là 68817637 liều Mũi 3 vaccine Abdala là 1515150 liều Mũi bổ_sung là 14049464 liều Mũi nhắc lại lần 1 là 47445309 liều Mũi nhắc lại lần 2 là 7881379 liều.Kể từ đầu dịch đến nay Việt_Nam có 10767200 ca mắc đứng thứ 12227 quốc_gia và vùng lãnh_thổ trong khi với tỷ_lệ số ca mắc1 triệu dân Việt_Nam đứng thứ 112227 quốc_gia và vùng lãnh_thổ bình_quân cứ 1_triệu người có 108620 ca mắc.Ngày 227 có 822240 liều vắcxin Covid19 được tiêm.Tổng_số ca tử_vong do Covid19 tại Việt_Nam_tính đến nay là 43092 ca chiếm tỉ_lệ 04 so với tổng_số ca nhiễm.Số bệnh_nhân đang thở ôxy là 37 ca
